InvoiceID,OrderID,CardID,TotalAmount,Discount,FinalAmount,CreatedAt
INV07903,ORD03604,CARD05580,438.54,48.57,389.97,2024-08-16
INV07904,ORD09034,CARD05840,481.4,10.98,470.42,2024-11-01
INV07905,ORD00601,CARD01351,267.16,36.11,231.05,2024-04-08
INV07906,ORD09889,CARD07954,192.65,25.73,166.92,2024-07-09
INV07907,ORD01520,CARD06171,117.55,18.52,99.03,2024-09-23
INV07908,ORD09041,CARD07708,64.2,9.61,54.59,2024-04-26
INV07909,ORD05609,CARD04330,151.71,23.49,128.22,2024-06-21
INV07910,ORD04811,CARD00458,394.13,0.22,393.91,2024-06-04
INV07911,ORD06892,CARD09535,229.51,2.17,227.34,2024-09-15
INV07912,ORD04281,CARD03291,72.33,34.48,37.85,2024-02-24
INV07913,ORD04129,CARD07383,215.13,6.78,208.35,2024-11-05
INV07914,ORD05773,CARD01418,436.38,23.64,412.74,2024-01-09
INV07915,ORD08426,CARD03912,227.09,0.47,226.62,2024-04-07
INV07916,ORD00430,CARD06365,357.94,17.05,340.89,2024-04-04
INV07917,ORD08543,CARD08809,106.59,32.27,74.32,2024-06-12
INV07918,ORD01343,CARD06483,388.11,29.1,359.01,2024-08-27
INV07919,ORD07645,CARD04715,408.85,46.85,362.0,2024-08-19
INV07920,ORD03045,CARD00216,171.29,31.65,139.64,2024-04-14
INV07921,ORD00533,CARD01217,358.43,48.5,309.93,2024-11-21
INV07922,ORD06596,CARD04689,442.72,40.32,402.4,2024-05-09
INV07923,ORD05301,CARD02988,226.9,39.45,187.45,2024-07-23
INV07924,ORD06850,CARD02172,276.11,26.42,249.69,2024-04-09
INV07925,ORD08070,CARD00142,194.75,20.32,174.43,2024-01-15
INV07926,ORD05850,CARD07274,67.67,39.46,28.21,2024-10-17
INV07927,ORD04854,CARD09356,112.52,23.68,88.84,2023-12-29
INV07928,ORD01768,CARD08221,355.25,24.61,330.64,2024-04-16
INV07929,ORD08549,CARD08552,183.35,33.02,150.33,2024-07-03
INV07930,ORD08637,CARD01810,282.02,25.59,256.43,2024-09-08
INV07931,ORD06397,CARD06518,403.24,7.17,396.07,2024-04-07
INV07932,ORD09065,CARD06003,57.21,1.34,55.87,2024-09-23
INV07933,ORD08884,CARD08006,325.66,23.26,302.4,2024-09-19
INV07934,ORD02652,CARD00678,233.42,34.42,199.0,2023-12-27
INV07935,ORD00428,CARD08339,211.6,8.22,203.38,2024-03-02
INV07936,ORD09215,CARD08292,293.08,6.06,287.02,2024-04-24
INV07937,ORD04072,CARD08117,287.27,46.54,240.73,2024-07-17
INV07938,ORD08809,CARD07156,269.9,14.24,255.66,2024-11-13
INV07939,ORD00346,CARD02389,91.12,14.86,76.26,2024-11-10
INV07940,ORD01492,CARD02139,127.97,13.87,114.1,2024-08-10
INV07941,ORD07461,CARD05565,81.92,10.72,71.2,2024-03-19
INV07942,ORD01199,CARD02948,69.4,47.64,21.76,2024-03-26
INV07943,ORD03578,CARD02458,467.77,39.09,428.68,2024-03-24
INV07944,ORD05423,CARD03034,418.62,12.31,406.31,2024-04-07
INV07945,ORD01612,CARD07369,197.92,5.1,192.82,2024-03-25
INV07946,ORD09937,CARD09489,444.41,15.73,428.68,2024-01-14
INV07947,ORD02128,CARD02855,59.21,12.52,46.69,2024-04-05
INV07948,ORD09654,CARD02138,468.62,25.21,443.41,2024-02-02
INV07949,ORD06865,CARD08281,419.0,31.73,387.27,2024-08-06
INV07950,ORD04283,CARD02175,152.46,35.68,116.78,2024-07-09
INV07951,ORD03874,CARD08490,96.81,7.78,89.03,2024-03-29
INV07952,ORD08056,CARD00132,462.81,20.55,442.26,2024-03-04
INV07953,ORD06541,CARD08971,147.36,35.88,111.48,2024-02-15
INV07954,ORD00231,CARD00090,141.51,0.94,140.57,2024-08-07
INV07955,ORD06071,CARD00825,75.62,6.56,69.06,2024-10-27
INV07956,ORD08993,CARD07028,51.74,14.2,37.54,2024-06-15
INV07957,ORD08183,CARD03416,447.57,13.68,433.89,2024-12-05
INV07958,ORD09448,CARD08414,461.31,43.23,418.08,2024-07-07
INV07959,ORD05025,CARD03880,99.97,13.77,86.2,2024-04-05
INV07960,ORD06429,CARD03643,295.75,44.58,251.17,2024-01-15
INV07961,ORD08610,CARD08109,204.66,8.06,196.6,2024-02-13
INV07962,ORD07269,CARD04717,189.04,40.56,148.48,2024-07-05
INV07963,ORD03648,CARD04579,198.84,26.82,172.02,2024-01-08
INV07964,ORD03820,CARD07658,182.25,3.27,178.98,2024-02-13
INV07965,ORD00012,CARD08437,461.16,23.3,437.86,2024-11-25
INV07966,ORD09679,CARD00030,229.14,14.41,214.73,2023-12-31
INV07967,ORD06120,CARD01137,413.54,35.66,377.88,2024-07-24
INV07968,ORD05905,CARD03250,424.58,1.1,423.48,2024-09-11
INV07969,ORD02192,CARD08577,220.46,32.08,188.38,2024-11-13
INV07970,ORD09736,CARD07094,340.49,31.86,308.63,2024-03-01
INV07971,ORD00267,CARD06606,147.38,20.69,126.69,2024-07-25
INV07972,ORD09031,CARD03041,274.59,42.69,231.9,2024-09-13
INV07973,ORD06171,CARD02984,71.04,39.74,31.3,2024-08-28
INV07974,ORD02452,CARD03751,480.69,18.25,462.44,2024-10-02
INV07975,ORD08779,CARD04370,118.08,38.93,79.15,2024-10-13
INV07976,ORD02521,CARD06946,309.74,34.58,275.16,2024-12-08
INV07977,ORD01536,CARD06694,387.05,1.42,385.63,2024-06-20
INV07978,ORD01716,CARD03283,366.84,16.13,350.71,2024-10-17
INV07979,ORD07639,CARD03049,377.88,43.49,334.39,2024-05-18
INV07980,ORD01002,CARD07097,181.52,4.88,176.64,2024-12-15
INV07981,ORD01144,CARD04543,324.27,21.01,303.26,2024-12-10
INV07982,ORD07035,CARD06931,332.72,16.19,316.53,2024-01-21
INV07983,ORD06070,CARD04751,473.95,27.72,446.23,2024-07-08
INV07984,ORD08803,CARD08630,124.44,36.08,88.36,2024-06-23
INV07985,ORD01976,CARD01014,378.34,35.21,343.13,2024-10-26
INV07986,ORD03620,CARD09215,117.09,35.84,81.25,2024-08-24
INV07987,ORD08310,CARD05564,381.51,10.71,370.8,2024-07-01
INV07988,ORD09974,CARD00162,473.03,13.61,459.42,2024-04-15
INV07989,ORD02015,CARD04345,88.25,32.54,55.71,2024-03-24
INV07990,ORD02982,CARD00116,104.01,4.38,99.63,2024-10-29
INV07991,ORD05143,CARD01512,106.12,8.49,97.63,2024-12-07
INV07992,ORD00675,CARD05192,61.17,28.57,32.6,2024-11-20
INV07993,ORD09181,CARD04332,170.19,35.77,134.42,2024-10-10
INV07994,ORD01725,CARD07827,85.93,36.14,49.79,2024-02-14
INV07995,ORD01107,CARD06587,259.17,37.39,221.78,2024-03-29
INV07996,ORD08030,CARD07650,474.91,2.4,472.51,2024-12-10
INV07997,ORD07959,CARD02397,488.33,47.69,440.64,2024-11-02
INV07998,ORD07857,CARD00174,79.61,42.22,37.39,2024-04-11
INV07999,ORD00785,CARD03624,437.87,1.51,436.36,2024-11-18
INV08000,ORD04745,CARD05740,81.69,5.05,76.64,2024-12-14
INV08001,ORD06904,CARD07820,145.19,36.33,108.86,2024-05-06
INV08002,ORD02827,CARD06636,251.78,23.33,228.45,2024-08-03
INV08003,ORD04583,CARD07686,354.21,45.81,308.4,2024-12-16
INV08004,ORD08093,CARD09824,371.5,26.75,344.75,2024-02-13
INV08005,ORD05526,CARD02540,392.98,31.37,361.61,2024-05-26
INV08006,ORD02854,CARD09684,260.51,15.04,245.47,2024-03-02
INV08007,ORD06693,CARD01900,428.14,29.68,398.46,2024-01-01
INV08008,ORD00258,CARD03238,417.77,40.67,377.1,2024-09-14
INV08009,ORD04759,CARD05610,112.94,42.32,70.62,2024-03-15
INV08010,ORD07968,CARD08007,481.67,25.21,456.46,2024-08-14
INV08011,ORD01106,CARD05469,468.04,5.07,462.97,2024-11-21
INV08012,ORD09709,CARD09097,63.53,3.48,60.05,2024-02-08
INV08013,ORD07137,CARD03096,292.08,29.99,262.09,2024-07-13
INV08014,ORD07856,CARD08581,405.27,6.68,398.59,2024-07-06
INV08015,ORD08375,CARD05509,328.11,18.29,309.82,2024-04-14
INV08016,ORD02878,CARD02743,119.8,21.94,97.86,2024-03-26
INV08017,ORD04275,CARD07423,171.58,43.1,128.48,2024-08-16
INV08018,ORD06880,CARD05216,402.25,7.17,395.08,2024-03-05
INV08019,ORD01015,CARD09422,102.28,11.79,90.49,2024-10-19
INV08020,ORD01470,CARD09532,141.76,34.78,106.98,2024-07-27
INV08021,ORD00881,CARD06165,423.47,13.51,409.96,2024-07-22
INV08022,ORD07485,CARD08277,166.94,30.98,135.96,2024-11-03
INV08023,ORD01947,CARD06031,90.34,34.96,55.38,2024-10-08
INV08024,ORD03026,CARD03873,422.14,44.45,377.69,2024-12-03
INV08025,ORD00551,CARD02540,239.19,16.9,222.29,2024-07-24
INV08026,ORD01573,CARD00284,399.38,28.7,370.68,2024-07-18
INV08027,ORD07811,CARD03869,442.89,38.13,404.76,2024-10-23
INV08028,ORD06457,CARD00084,74.84,14.61,60.23,2024-11-14
INV08029,ORD08488,CARD09185,169.33,1.73,167.6,2024-06-07
INV08030,ORD01909,CARD03065,287.93,37.77,250.16,2024-03-02
INV08031,ORD03833,CARD07285,488.57,16.91,471.66,2024-04-14
INV08032,ORD01273,CARD00278,464.19,31.09,433.1,2024-03-26
INV08033,ORD09413,CARD08012,321.39,22.34,299.05,2024-08-19
INV08034,ORD03684,CARD09185,164.91,22.58,142.33,2024-04-23
INV08035,ORD03487,CARD03941,66.4,13.69,52.71,2024-07-30
INV08036,ORD07121,CARD07145,458.71,14.63,444.08,2024-10-28
INV08037,ORD06724,CARD07408,136.44,21.58,114.86,2023-12-18
INV08038,ORD07923,CARD06024,343.68,37.14,306.54,2024-11-02
INV08039,ORD07388,CARD06589,453.96,1.99,451.97,2024-09-17
INV08040,ORD00048,CARD06624,478.6,25.82,452.78,2024-09-16
INV08041,ORD08652,CARD08404,388.69,38.59,350.1,2024-03-02
INV08042,ORD09790,CARD06917,363.01,37.26,325.75,2024-05-26
INV08043,ORD02823,CARD01071,488.45,40.74,447.71,2023-12-27
INV08044,ORD03248,CARD01048,434.12,15.82,418.3,2024-09-28
INV08045,ORD09103,CARD02723,491.74,1.14,490.6,2024-03-31
INV08046,ORD05342,CARD05560,65.38,46.35,19.03,2024-04-19
INV08047,ORD04173,CARD07581,397.68,7.13,390.55,2024-09-25
INV08048,ORD03891,CARD05398,499.77,9.98,489.79,2024-03-12
INV08049,ORD05825,CARD05987,250.54,14.99,235.55,2024-02-13
INV08050,ORD07590,CARD02018,365.43,29.67,335.76,2024-03-20
INV08051,ORD02248,CARD09509,367.54,21.84,345.7,2024-12-01
INV08052,ORD08157,CARD02833,471.66,1.13,470.53,2024-02-21
INV08053,ORD05991,CARD06125,473.57,46.63,426.94,2024-03-08
INV08054,ORD08085,CARD05206,366.37,13.25,353.12,2024-09-14
INV08055,ORD05312,CARD08479,222.75,40.13,182.62,2024-08-19
INV08056,ORD05806,CARD00255,354.03,21.95,332.08,2024-03-28
INV08057,ORD08666,CARD04714,75.53,30.74,44.79,2024-11-19
INV08058,ORD09544,CARD05569,205.38,33.12,172.26,2024-09-29
INV08059,ORD05086,CARD09693,290.2,34.72,255.48,2024-10-03
INV08060,ORD09578,CARD03612,171.45,10.19,161.26,2024-02-27
INV08061,ORD07590,CARD04262,411.63,20.1,391.53,2024-08-26
INV08062,ORD06822,CARD02805,433.17,32.35,400.82,2024-04-01
INV08063,ORD03856,CARD09167,486.74,24.72,462.02,2024-04-02
INV08064,ORD00238,CARD03812,481.69,27.21,454.48,2024-06-04
INV08065,ORD01808,CARD02212,244.66,0.96,243.7,2024-08-12
INV08066,ORD03197,CARD01727,327.66,37.25,290.41,2024-12-13
INV08067,ORD02792,CARD06938,137.03,44.28,92.75,2024-07-14
INV08068,ORD00142,CARD03661,320.6,32.53,288.07,2024-04-23
INV08069,ORD02328,CARD03841,430.5,45.73,384.77,2024-04-09
INV08070,ORD07198,CARD06662,157.27,5.64,151.63,2024-11-10
INV08071,ORD09160,CARD04736,317.57,41.49,276.08,2024-11-19
INV08072,ORD01124,CARD09787,161.71,40.94,120.77,2024-03-16
INV08073,ORD00569,CARD08090,276.6,27.63,248.97,2024-06-01
INV08074,ORD02862,CARD09149,476.92,30.95,445.97,2024-02-11
INV08075,ORD09400,CARD02216,269.35,41.88,227.47,2024-07-14
INV08076,ORD07135,CARD06272,485.85,21.95,463.9,2024-11-23
INV08077,ORD05269,CARD04919,276.17,18.36,257.81,2024-06-30
INV08078,ORD09076,CARD05059,487.26,23.13,464.13,2024-05-17
INV08079,ORD05132,CARD08314,346.72,36.37,310.35,2024-12-06
INV08080,ORD09671,CARD00905,155.51,31.26,124.25,2024-01-17
INV08081,ORD05417,CARD01078,170.57,1.51,169.06,2024-06-12
INV08082,ORD05882,CARD07683,364.26,16.96,347.3,2024-03-23
INV08083,ORD06992,CARD01517,221.83,0.66,221.17,2024-08-24
INV08084,ORD08744,CARD05388,451.01,5.39,445.62,2024-10-21
INV08085,ORD06670,CARD09030,188.38,47.84,140.54,2024-07-20
INV08086,ORD00155,CARD05968,456.67,4.99,451.68,2024-07-10
INV08087,ORD09940,CARD01931,245.29,37.88,207.41,2024-09-01
INV08088,ORD03554,CARD06223,367.43,29.7,337.73,2024-09-21
INV08089,ORD00241,CARD09046,312.47,6.32,306.15,2024-04-26
INV08090,ORD05163,CARD08442,403.41,43.07,360.34,2024-05-01
INV08091,ORD07877,CARD07069,325.74,15.19,310.55,2024-03-19
INV08092,ORD06359,CARD00472,257.73,46.82,210.91,2024-02-11
INV08093,ORD04804,CARD04006,70.37,16.31,54.06,2023-12-20
INV08094,ORD02835,CARD08650,61.1,35.11,25.99,2024-09-28
INV08095,ORD08181,CARD01413,300.35,13.29,287.06,2024-09-06
INV08096,ORD03087,CARD01625,407.42,24.82,382.6,2024-11-28
INV08097,ORD09576,CARD08295,262.69,17.96,244.73,2024-06-24
INV08098,ORD02741,CARD09783,311.16,47.77,263.39,2024-01-29
INV08099,ORD00276,CARD00826,466.97,18.14,448.83,2024-10-06
INV08100,ORD01108,CARD09780,199.41,10.19,189.22,2024-04-01
INV08101,ORD03563,CARD05813,483.69,5.7,477.99,2024-02-27
INV08102,ORD02659,CARD05633,497.09,1.63,495.46,2024-10-25
INV08103,ORD01956,CARD06917,248.73,40.38,208.35,2024-11-10
INV08104,ORD01520,CARD09168,295.86,11.22,284.64,2024-02-03
INV08105,ORD01910,CARD00517,86.18,22.18,64.0,2024-04-20
INV08106,ORD04880,CARD08725,92.74,20.66,72.08,2024-07-22
INV08107,ORD07835,CARD06399,339.65,39.61,300.04,2024-03-31
INV08108,ORD07829,CARD02179,321.86,9.96,311.9,2024-02-14
INV08109,ORD08837,CARD01616,396.85,43.43,353.42,2024-08-06
INV08110,ORD08976,CARD01515,344.75,0.17,344.58,2024-04-16
INV08111,ORD06803,CARD08120,356.64,13.47,343.17,2024-09-02
INV08112,ORD01564,CARD04249,275.63,38.98,236.65,2024-05-16
INV08113,ORD04977,CARD05473,230.46,13.15,217.31,2024-08-08
INV08114,ORD05507,CARD05017,289.84,4.2,285.64,2024-06-30
INV08115,ORD01861,CARD01066,324.54,34.13,290.41,2024-02-20
INV08116,ORD07018,CARD03438,427.22,28.49,398.73,2024-08-14
INV08117,ORD09668,CARD08890,451.08,37.21,413.87,2024-11-30
INV08118,ORD05064,CARD04010,215.8,24.09,191.71,2024-03-20
INV08119,ORD08101,CARD06380,120.41,48.2,72.21,2024-05-10
INV08120,ORD01484,CARD08972,60.36,19.85,40.51,2024-07-18
INV08121,ORD09677,CARD06542,59.6,21.37,38.23,2024-01-24
INV08122,ORD03862,CARD01161,108.46,12.03,96.43,2024-11-02
INV08123,ORD07477,CARD09067,102.79,25.31,77.48,2024-01-29
INV08124,ORD04613,CARD02763,381.1,41.42,339.68,2024-02-22
INV08125,ORD06869,CARD01884,435.04,23.81,411.23,2024-08-07
INV08126,ORD05396,CARD03345,93.59,15.27,78.32,2024-03-28
INV08127,ORD02141,CARD02405,304.3,49.4,254.9,2024-03-28
INV08128,ORD09541,CARD03499,230.48,25.71,204.77,2024-10-05
INV08129,ORD08762,CARD02528,374.87,22.61,352.26,2024-11-12
INV08130,ORD09959,CARD06254,498.61,40.19,458.42,2024-05-02
INV08131,ORD02671,CARD05853,273.05,43.72,229.33,2024-07-08
INV08132,ORD09961,CARD06961,339.77,19.14,320.63,2024-09-06
INV08133,ORD05161,CARD09432,379.04,8.22,370.82,2024-06-04
INV08134,ORD04010,CARD05715,266.11,19.04,247.07,2024-01-18
INV08135,ORD04287,CARD09776,354.08,29.46,324.62,2024-08-25
INV08136,ORD03865,CARD01873,273.36,15.39,257.97,2024-03-27
INV08137,ORD07756,CARD07864,306.35,26.32,280.03,2024-05-26
INV08138,ORD08876,CARD00780,438.51,16.48,422.03,2024-06-14
INV08139,ORD04499,CARD05319,453.76,38.56,415.2,2024-05-06
INV08140,ORD03244,CARD06876,243.9,14.25,229.65,2024-04-04
INV08141,ORD02471,CARD07454,493.66,36.47,457.19,2024-07-04
INV08142,ORD06231,CARD04086,391.74,34.8,356.94,2024-09-22
INV08143,ORD01389,CARD09743,398.35,37.18,361.17,2024-08-05
INV08144,ORD07763,CARD02789,482.47,41.04,441.43,2024-02-15
INV08145,ORD07560,CARD07407,259.95,49.04,210.91,2024-08-14
INV08146,ORD08860,CARD05296,120.13,17.79,102.34,2023-12-27
INV08147,ORD04066,CARD07835,231.5,45.59,185.91,2024-06-20
INV08148,ORD01373,CARD04595,203.43,36.36,167.07,2024-09-16
INV08149,ORD05083,CARD06689,127.65,28.36,99.29,2024-10-10
INV08150,ORD06202,CARD07661,94.22,15.83,78.39,2024-05-31
INV08151,ORD05406,CARD02838,401.63,7.99,393.64,2024-11-18
INV08152,ORD07976,CARD09452,418.65,47.5,371.15,2024-09-30
INV08153,ORD07076,CARD03700,168.42,37.32,131.1,2024-09-11
INV08154,ORD00849,CARD01893,247.65,47.62,200.03,2024-03-04
INV08155,ORD03521,CARD03946,81.06,23.25,57.81,2024-10-16
INV08156,ORD06122,CARD01197,485.83,46.6,439.23,2024-09-11
INV08157,ORD06911,CARD06004,425.36,43.89,381.47,2024-07-08
INV08158,ORD00916,CARD04580,163.66,43.34,120.32,2024-04-09
INV08159,ORD03899,CARD02384,349.82,12.56,337.26,2024-10-03
INV08160,ORD07506,CARD03177,87.94,39.63,48.31,2024-10-12
INV08161,ORD05777,CARD01142,194.79,0.28,194.51,2024-12-05
INV08162,ORD05170,CARD00295,281.31,25.29,256.02,2024-12-09
INV08163,ORD04365,CARD03258,431.59,38.22,393.37,2024-04-25
INV08164,ORD08416,CARD07745,259.73,1.74,257.99,2024-11-19
INV08165,ORD01615,CARD03848,389.81,11.87,377.94,2024-04-24
INV08166,ORD07196,CARD04285,262.3,35.76,226.54,2024-11-30
INV08167,ORD02028,CARD03478,150.09,30.12,119.97,2024-10-07
INV08168,ORD09270,CARD08857,421.11,38.39,382.72,2024-01-01
INV08169,ORD03371,CARD09236,477.58,16.87,460.71,2024-09-02
INV08170,ORD02165,CARD07403,74.95,11.23,63.72,2024-09-11
INV08171,ORD09437,CARD01279,460.24,39.52,420.72,2024-08-03
INV08172,ORD02781,CARD02589,287.15,41.4,245.75,2024-07-29
INV08173,ORD00953,CARD05528,223.18,36.48,186.7,2024-10-11
INV08174,ORD03370,CARD01708,451.01,15.17,435.84,2024-04-17
INV08175,ORD02302,CARD06688,318.11,43.6,274.51,2024-05-24
INV08176,ORD04477,CARD06676,466.91,49.39,417.52,2024-12-11
INV08177,ORD04262,CARD08226,220.39,50.0,170.39,2024-09-25
INV08178,ORD06232,CARD08630,410.23,14.94,395.29,2024-06-06
INV08179,ORD05553,CARD07748,73.26,27.51,45.75,2024-12-08
INV08180,ORD01386,CARD08240,67.23,12.47,54.76,2024-01-09
INV08181,ORD02618,CARD06445,379.18,18.6,360.58,2024-10-13
INV08182,ORD08449,CARD09301,59.3,49.68,9.62,2024-05-17
INV08183,ORD00463,CARD02345,85.55,11.79,73.76,2024-08-22
INV08184,ORD01960,CARD00894,302.98,30.08,272.9,2024-05-18
INV08185,ORD07214,CARD07742,387.87,4.56,383.31,2024-09-08
INV08186,ORD04123,CARD05737,358.02,48.46,309.56,2024-10-29
INV08187,ORD06433,CARD04862,141.81,26.41,115.4,2024-01-04
INV08188,ORD04237,CARD00754,491.0,31.85,459.15,2024-03-04
INV08189,ORD04367,CARD05697,243.62,1.69,241.93,2024-11-30
INV08190,ORD05332,CARD05915,411.0,38.7,372.3,2024-03-22
INV08191,ORD03721,CARD02994,357.38,17.54,339.84,2024-01-17
INV08192,ORD09745,CARD02373,306.31,11.33,294.98,2024-11-19
INV08193,ORD03909,CARD03386,155.76,10.48,145.28,2024-07-24
INV08194,ORD02454,CARD04570,393.59,5.78,387.81,2024-03-28
INV08195,ORD05662,CARD01701,168.57,24.44,144.13,2024-10-29
INV08196,ORD05538,CARD00941,397.91,10.92,386.99,2024-03-24
INV08197,ORD01691,CARD05755,142.44,15.23,127.21,2024-01-24
INV08198,ORD03588,CARD04843,478.75,31.66,447.09,2024-04-29
INV08199,ORD09689,CARD06966,324.86,33.13,291.73,2024-02-09
INV08200,ORD01825,CARD08551,65.81,19.48,46.33,2024-01-31
INV08201,ORD06158,CARD04365,232.28,29.77,202.51,2024-04-12
INV08202,ORD03638,CARD04896,198.01,16.44,181.57,2024-07-15
INV08203,ORD06295,CARD05704,399.09,46.73,352.36,2024-03-10
INV08204,ORD02795,CARD01093,242.48,46.89,195.59,2024-05-11
INV08205,ORD03139,CARD03178,286.34,17.94,268.4,2024-10-29
INV08206,ORD03469,CARD06351,70.47,19.75,50.72,2024-01-30
INV08207,ORD06719,CARD00712,335.64,12.87,322.77,2024-07-23
INV08208,ORD04093,CARD09499,399.13,48.08,351.05,2024-08-14
INV08209,ORD05693,CARD05407,161.61,10.12,151.49,2024-05-04
INV08210,ORD02866,CARD04998,340.67,32.49,308.18,2024-02-22
INV08211,ORD02429,CARD08026,316.88,12.59,304.29,2024-06-29
INV08212,ORD00493,CARD01290,288.89,17.3,271.59,2024-05-20
INV08213,ORD01239,CARD00096,460.05,43.88,416.17,2024-08-11
INV08214,ORD09514,CARD01371,370.07,40.77,329.3,2024-04-07
INV08215,ORD04236,CARD00369,260.57,18.13,242.44,2024-03-28
INV08216,ORD03562,CARD01567,257.19,10.27,246.92,2024-02-27
INV08217,ORD06615,CARD02084,325.01,38.54,286.47,2024-01-06
INV08218,ORD08830,CARD01917,282.61,1.21,281.4,2024-03-15
INV08219,ORD03250,CARD02868,416.31,38.82,377.49,2024-11-10
INV08220,ORD00442,CARD03441,269.48,33.72,235.76,2024-03-16
INV08221,ORD00888,CARD08653,318.57,19.5,299.07,2024-06-03
INV08222,ORD05537,CARD07884,231.9,41.54,190.36,2024-11-09
INV08223,ORD02147,CARD04612,276.06,43.52,232.54,2024-08-04
INV08224,ORD00987,CARD08636,168.34,39.31,129.03,2024-08-30
INV08225,ORD00793,CARD03454,496.68,26.11,470.57,2024-06-05
INV08226,ORD09626,CARD08923,464.3,6.68,457.62,2024-11-08
INV08227,ORD09596,CARD02608,89.31,39.28,50.03,2024-09-23
INV08228,ORD07457,CARD03937,120.08,20.26,99.82,2024-03-18
INV08229,ORD00857,CARD00190,111.37,4.77,106.6,2024-12-04
INV08230,ORD02187,CARD07092,221.66,30.42,191.24,2024-09-16
INV08231,ORD04342,CARD01688,56.67,3.08,53.59,2024-01-12
INV08232,ORD04311,CARD02902,358.35,24.19,334.16,2024-10-07
INV08233,ORD09039,CARD02441,452.21,2.1,450.11,2024-12-06
INV08234,ORD00110,CARD06828,132.71,13.47,119.24,2024-04-03
INV08235,ORD06055,CARD06788,125.43,23.26,102.17,2024-12-03
INV08236,ORD06944,CARD09622,96.44,20.58,75.86,2024-04-15
INV08237,ORD01629,CARD00879,397.41,19.79,377.62,2024-10-17
INV08238,ORD06626,CARD00347,129.83,26.51,103.32,2024-04-13
INV08239,ORD06751,CARD08178,51.02,6.92,44.1,2024-05-24
INV08240,ORD09245,CARD02034,140.26,4.23,136.03,2024-10-17
INV08241,ORD09299,CARD07211,52.53,17.92,34.61,2024-09-29
INV08242,ORD08069,CARD06559,484.64,24.11,460.53,2024-02-07
INV08243,ORD01272,CARD08670,444.53,15.97,428.56,2024-06-13
INV08244,ORD02832,CARD00474,312.92,47.2,265.72,2024-02-08
INV08245,ORD09452,CARD05566,460.61,0.46,460.15,2024-10-10
INV08246,ORD01656,CARD08304,103.14,17.63,85.51,2024-03-12
INV08247,ORD02473,CARD06300,353.5,12.71,340.79,2024-10-07
INV08248,ORD04265,CARD08272,430.69,28.1,402.59,2024-08-22
INV08249,ORD03459,CARD04397,186.21,45.68,140.53,2024-05-01
INV08250,ORD04504,CARD06653,85.96,17.63,68.33,2024-02-24
INV08251,ORD00067,CARD02951,129.34,15.03,114.31,2024-06-02
INV08252,ORD01120,CARD00606,62.39,21.91,40.48,2024-03-13
INV08253,ORD02292,CARD08375,137.83,33.55,104.28,2024-06-02
INV08254,ORD01133,CARD08736,61.19,8.22,52.97,2024-07-02
INV08255,ORD00306,CARD02425,97.38,9.78,87.6,2024-04-06
INV08256,ORD03024,CARD08799,250.25,38.94,211.31,2024-04-06
INV08257,ORD01763,CARD06812,81.94,15.77,66.17,2024-01-21
INV08258,ORD08621,CARD04743,483.91,30.38,453.53,2024-04-21
INV08259,ORD02680,CARD00050,127.48,42.72,84.76,2024-06-02
INV08260,ORD00675,CARD03705,483.24,26.17,457.07,2024-06-01
INV08261,ORD08010,CARD09438,97.3,21.58,75.72,2024-02-16
INV08262,ORD05336,CARD09492,217.11,28.55,188.56,2024-01-21
INV08263,ORD04034,CARD02517,120.25,6.29,113.96,2024-10-25
INV08264,ORD06200,CARD08870,350.34,13.48,336.86,2024-01-11
INV08265,ORD09588,CARD04231,381.78,32.05,349.73,2024-01-01
INV08266,ORD04356,CARD04509,258.37,8.24,250.13,2024-10-31
INV08267,ORD03855,CARD00982,227.79,42.63,185.16,2024-08-18
INV08268,ORD07703,CARD08277,133.06,15.18,117.88,2024-01-24
INV08269,ORD09449,CARD02828,68.1,3.51,64.59,2024-07-11
INV08270,ORD02407,CARD00663,365.31,32.45,332.86,2024-10-11
INV08271,ORD05031,CARD05336,439.48,2.66,436.82,2024-08-06
INV08272,ORD03494,CARD09025,154.17,7.96,146.21,2024-04-29
INV08273,ORD04861,CARD04778,110.11,29.89,80.22,2024-07-07
INV08274,ORD06314,CARD07274,356.51,25.7,330.81,2024-02-25
INV08275,ORD07189,CARD09548,99.68,1.63,98.05,2024-10-26
INV08276,ORD05504,CARD00940,334.28,13.12,321.16,2024-01-06
INV08277,ORD00693,CARD09279,118.23,38.0,80.23,2024-07-31
INV08278,ORD09720,CARD00256,479.72,19.16,460.56,2023-12-22
INV08279,ORD03726,CARD01755,194.95,32.71,162.24,2024-02-11
INV08280,ORD02044,CARD00664,100.47,12.94,87.53,2024-04-06
INV08281,ORD05452,CARD09822,385.55,26.95,358.6,2024-09-04
INV08282,ORD09134,CARD07750,472.53,45.11,427.42,2024-09-15
INV08283,ORD08613,CARD03481,180.97,31.74,149.23,2024-12-13
INV08284,ORD02657,CARD07446,262.11,43.58,218.53,2024-06-21
INV08285,ORD00549,CARD00283,319.8,15.26,304.54,2024-11-12
INV08286,ORD09483,CARD08028,58.84,10.57,48.27,2024-01-18
INV08287,ORD09843,CARD08343,266.77,16.61,250.16,2023-12-27
INV08288,ORD08036,CARD08398,365.06,28.26,336.8,2023-12-20
INV08289,ORD00282,CARD07509,495.71,39.7,456.01,2024-10-26
