HistoryID,StaffID,BranchID,StartDate,EndDate
7366,ST01220,BR01434,2022-01-02,
7367,ST09172,BR00344,2022-09-19,2022-10-22
7368,ST04673,BR06819,2022-09-12,
7369,ST08878,BR09582,2024-11-02,
7370,ST05505,BR07216,2022-07-26,
7371,ST02872,BR06123,2022-08-24,
7372,ST08777,BR01823,2021-06-18,
7373,ST07079,BR01997,2022-05-08,2022-09-14
7374,ST01659,BR09409,2023-05-25,
7375,ST04820,BR05739,2021-07-07,2021-12-24
7376,ST00616,BR03800,2024-10-04,2024-10-27
7377,ST02668,BR02876,2022-08-30,2023-07-13
7378,ST08322,BR04404,2023-06-23,
7379,ST05011,BR06948,2021-02-10,2022-02-02
7380,ST03535,BR01283,2023-12-19,
7381,ST01795,BR09300,2024-11-03,2025-08-26
7382,ST04890,BR01000,2024-12-07,2025-02-13
7383,ST01033,BR05681,2024-12-12,
7384,ST07109,BR08199,2020-03-29,2020-07-25
7385,ST02873,BR09661,2024-02-29,2024-12-06
7386,ST08549,BR09326,2020-11-12,2021-08-02
7387,ST06115,BR02558,2024-09-13,2025-08-23
7388,ST07347,BR02211,2021-06-18,2022-01-09
7389,ST01096,BR03473,2024-02-22,2024-12-04
7390,ST06379,BR08785,2023-09-15,
7391,ST09439,BR03070,2024-03-23,
7392,ST02691,BR03552,2020-04-10,
7393,ST04962,BR05269,2023-12-04,2024-01-29
7394,ST01592,BR01097,2024-10-14,2025-08-03
7395,ST05409,BR02521,2020-12-13,2021-08-24
7396,ST08518,BR09577,2024-05-22,
7397,ST09257,BR07332,2023-04-12,2023-06-02
7398,ST05836,BR08019,2023-10-07,2024-02-01
7399,ST09622,BR09556,2020-03-12,
7400,ST07273,BR01413,2023-06-14,
7401,ST08185,BR01314,2021-11-10,
7402,ST09199,BR09033,2024-11-19,
7403,ST09360,BR04254,2023-04-13,2023-06-18
7404,ST02061,BR00991,2021-04-05,
7405,ST03687,BR01043,2024-12-03,
7406,ST09336,BR03277,2021-05-28,2021-09-23
7407,ST06079,BR03728,2020-05-30,2021-03-17
7408,ST04066,BR07901,2023-01-01,2023-09-18
7409,ST03792,BR07259,2023-01-23,2023-10-31
7410,ST03816,BR02747,2021-06-18,
7411,ST02156,BR04807,2022-11-30,
7412,ST01124,BR00158,2022-10-26,
7413,ST09757,BR09303,2020-05-02,
7414,ST05782,BR09840,2022-09-24,
7415,ST09330,BR06045,2023-03-30,2023-05-14
7416,ST04871,BR00938,2024-11-18,
7417,ST07673,BR01800,2023-10-10,
7418,ST01118,BR07894,2024-11-08,
7419,ST05962,BR05840,2021-01-17,2021-04-04
7420,ST02514,BR04480,2024-05-17,
7421,ST08497,BR07213,2022-09-10,
7422,ST02611,BR06253,2020-06-04,
7423,ST05815,BR07268,2023-12-08,2024-02-05
7424,ST09503,BR05832,2024-10-13,2024-11-12
7425,ST02297,BR05678,2020-02-14,2020-07-27
7426,ST06283,BR06932,2021-07-15,
7427,ST04500,BR05343,2021-08-17,
7428,ST09477,BR08863,2023-05-02,2023-09-27
7429,ST00166,BR04789,2023-01-24,2023-02-18
7430,ST04914,BR00808,2023-12-29,
7431,ST03934,BR08915,2023-08-27,
7432,ST09669,BR08436,2021-10-04,2022-01-21
7433,ST09389,BR05288,2024-05-23,2024-09-12
7434,ST03213,BR05505,2023-08-22,
7435,ST07623,BR04069,2022-09-09,
7436,ST00525,BR08005,2022-11-12,
7437,ST00770,BR05130,2023-02-02,
7438,ST08613,BR01349,2023-05-22,2023-05-27
7439,ST08457,BR01160,2021-04-22,
7440,ST00133,BR04528,2020-06-19,2020-11-15
7441,ST09518,BR05331,2024-03-29,
7442,ST06506,BR01361,2020-11-10,2021-03-09
7443,ST08129,BR05636,2022-02-15,2023-02-03
7444,ST01532,BR03475,2023-06-07,2024-03-30
7445,ST05766,BR01494,2022-04-11,2022-11-30
7446,ST09874,BR00390,2021-10-12,
7447,ST07634,BR06944,2023-02-02,
7448,ST08154,BR04105,2020-11-10,
7449,ST04236,BR02030,2022-05-25,2023-02-18
7450,ST07883,BR02200,2020-01-22,
7451,ST01005,BR05586,2020-10-16,
7452,ST03751,BR07704,2024-02-22,2025-01-31
7453,ST02270,BR06508,2023-09-16,2024-02-03
7454,ST05614,BR08974,2020-04-28,2020-10-29
7455,ST04257,BR09191,2024-06-09,
7456,ST06083,BR08434,2024-03-30,2024-06-10
7457,ST03718,BR06663,2023-09-20,
7458,ST07520,BR03374,2020-11-27,2021-08-02
7459,ST08754,BR06866,2024-06-12,2024-10-07
7460,ST04547,BR04616,2023-08-25,
7461,ST08171,BR02838,2021-04-09,
7462,ST02347,BR08424,2020-03-07,
7463,ST05796,BR05517,2024-05-23,2024-12-01
7464,ST09229,BR06331,2022-09-11,
7465,ST01018,BR07256,2022-10-18,
7466,ST01229,BR09545,2022-11-07,
7467,ST06737,BR06905,2023-10-07,
7468,ST06569,BR00251,2023-09-20,
7469,ST06872,BR01058,2022-03-24,
7470,ST04553,BR04750,2023-10-11,2024-07-07
7471,ST09692,BR06133,2021-03-03,
7472,ST09211,BR02165,2024-01-25,
7473,ST04353,BR03228,2023-08-05,2023-08-24
7474,ST04721,BR03604,2022-04-08,2022-06-29
7475,ST04743,BR02135,2024-04-26,2024-09-10
7476,ST03063,BR03148,2020-02-06,
7477,ST08927,BR08904,2020-07-03,2021-05-05
7478,ST09432,BR03990,2021-06-08,
7479,ST07370,BR01483,2024-10-16,2025-02-02
7480,ST01487,BR00560,2024-09-09,
7481,ST01685,BR07711,2021-11-14,
7482,ST01301,BR06994,2021-06-07,
7483,ST06748,BR02096,2020-10-26,
7484,ST05524,BR00167,2021-07-06,
7485,ST09923,BR06584,2023-10-09,
7486,ST02810,BR09456,2020-10-29,
7487,ST07330,BR00612,2023-08-13,2023-12-07
7488,ST08120,BR00523,2024-02-28,2024-06-17
7489,ST08561,BR07099,2021-01-24,2021-11-01
7490,ST08802,BR09753,2020-05-01,2021-03-01
7491,ST00266,BR02484,2024-11-20,2025-04-18
7492,ST09895,BR04479,2024-05-16,2024-12-25
7493,ST04828,BR07224,2021-12-31,2022-04-25
7494,ST03372,BR00665,2020-02-19,2020-12-27
7495,ST04680,BR05719,2021-03-11,2021-07-11
7496,ST08010,BR09598,2023-10-07,
7497,ST09173,BR01201,2020-06-04,2020-12-27
7498,ST06841,BR00050,2022-06-01,2022-08-05
7499,ST06915,BR03631,2023-10-04,2023-11-18
7500,ST08198,BR06039,2022-08-20,2023-01-24
7501,ST05851,BR04584,2022-03-31,
7502,ST05951,BR02626,2024-08-24,
7503,ST04651,BR09877,2021-10-06,2022-05-11
7504,ST07329,BR02547,2021-07-14,2022-03-09
7505,ST00279,BR00010,2023-02-14,2023-11-21
7506,ST08685,BR06766,2022-02-19,2022-06-11
7507,ST06260,BR00030,2023-12-26,
7508,ST02713,BR02596,2023-06-10,2023-09-22
7509,ST04222,BR09262,2023-06-03,2023-09-28
7510,ST06283,BR01836,2022-08-05,2023-01-11
7511,ST05688,BR09265,2020-08-08,
7512,ST06159,BR02800,2023-03-28,2023-07-02
7513,ST07421,BR02020,2020-09-21,2020-09-26
7514,ST07224,BR07455,2021-04-09,
7515,ST07468,BR04289,2023-05-06,2024-01-05
7516,ST02703,BR06597,2022-05-09,2023-02-24
7517,ST02002,BR02763,2022-02-17,
7518,ST05952,BR09393,2020-09-09,
7519,ST04040,BR02397,2020-10-12,
7520,ST01509,BR00338,2024-09-16,2025-04-16
7521,ST08656,BR00907,2024-03-21,
7522,ST03330,BR04281,2022-09-18,2022-12-23
7523,ST07961,BR02693,2020-06-22,2021-05-25
7524,ST00254,BR08923,2024-05-07,2024-09-27
7525,ST02585,BR08293,2024-10-04,
7526,ST09268,BR01158,2024-04-04,2024-12-24
7527,ST07068,BR07201,2023-11-26,
7528,ST00908,BR09238,2021-06-18,2021-09-10
7529,ST02263,BR05572,2021-07-28,
7530,ST03291,BR06124,2024-06-13,2024-10-25
7531,ST08632,BR08087,2020-08-07,
7532,ST02451,BR09787,2020-04-22,2020-10-21
7533,ST02579,BR00562,2022-06-27,
7534,ST06171,BR04135,2023-07-04,
7535,ST09137,BR00015,2021-03-09,2022-02-27
7536,ST09856,BR07975,2023-05-07,
7537,ST03525,BR04734,2022-11-03,2022-11-28
7538,ST02955,BR07161,2024-03-09,
7539,ST09417,BR08308,2022-06-11,
7540,ST08701,BR01111,2023-05-17,2023-12-10
7541,ST06738,BR07880,2023-09-30,
7542,ST07198,BR01989,2020-09-03,
7543,ST00311,BR09019,2024-01-27,
7544,ST01304,BR05340,2023-02-06,
7545,ST07081,BR00973,2023-11-27,
7546,ST05818,BR09640,2022-01-19,2022-02-03
7547,ST01744,BR08760,2020-06-20,
7548,ST03273,BR02546,2020-06-28,2021-05-18
7549,ST07801,BR08252,2023-05-27,
7550,ST06993,BR00030,2021-09-12,
7551,ST06506,BR00830,2022-05-02,
7552,ST01206,BR04685,2023-07-12,2023-08-30
7553,ST06369,BR01779,2021-09-10,2021-11-15
7554,ST04943,BR03586,2020-05-10,2021-05-01
7555,ST08969,BR03440,2024-01-13,
7556,ST08817,BR05398,2020-10-01,2021-01-04
7557,ST06313,BR06610,2020-09-09,
7558,ST00882,BR03265,2020-11-04,
7559,ST07321,BR04002,2022-01-09,
7560,ST09310,BR03884,2024-08-15,
7561,ST03730,BR09541,2021-11-14,
7562,ST07504,BR05212,2020-09-10,
7563,ST03042,BR04295,2020-01-18,2020-05-28
7564,ST03581,BR04628,2022-09-23,2022-10-08
7565,ST05600,BR01329,2024-11-27,
7566,ST00354,BR01832,2021-06-01,2021-07-08
7567,ST05603,BR06250,2020-06-22,
7568,ST09786,BR03525,2023-06-22,2023-11-29
7569,ST05911,BR08200,2020-04-07,2020-04-17
7570,ST03233,BR00367,2020-02-21,
7571,ST02179,BR09200,2022-10-06,
7572,ST02026,BR05917,2023-02-04,
7573,ST03222,BR03331,2023-01-11,
7574,ST01529,BR07733,2023-01-20,2023-08-10
7575,ST07825,BR04625,2020-04-04,2020-05-26
7576,ST05966,BR04293,2020-12-28,2021-07-11
7577,ST01340,BR03634,2021-08-16,2022-06-13
7578,ST04150,BR09802,2022-06-08,2023-02-03
7579,ST01271,BR00413,2024-01-01,2024-10-31
7580,ST03925,BR03170,2020-03-01,
7581,ST06975,BR03128,2022-10-15,2023-08-08
7582,ST02036,BR09482,2023-08-03,
7583,ST08704,BR08708,2020-12-15,2020-12-26
7584,ST02949,BR02457,2021-12-01,2022-10-05
7585,ST07810,BR06614,2022-05-27,
7586,ST09927,BR02379,2020-06-24,
7587,ST05021,BR09710,2021-03-03,2021-11-11
7588,ST08501,BR07128,2020-05-03,
7589,ST02823,BR04613,2020-04-13,2020-04-26
7590,ST01768,BR07617,2023-06-06,2024-02-25
7591,ST04771,BR06178,2021-06-08,2022-05-09
7592,ST04628,BR02185,2024-04-29,2025-03-06
7593,ST04031,BR03878,2023-04-09,2024-02-09
7594,ST08830,BR04263,2020-04-24,2020-10-06
7595,ST04628,BR06724,2022-07-05,
7596,ST00242,BR03854,2022-01-18,2022-07-09
7597,ST02618,BR00526,2024-06-18,2024-07-27
7598,ST05404,BR07828,2023-12-04,
7599,ST03779,BR08201,2023-11-29,2024-05-05
7600,ST08218,BR03608,2023-01-28,2023-11-28
7601,ST09272,BR01813,2024-01-16,
7602,ST04663,BR02723,2023-09-17,2024-03-17
7603,ST01985,BR04778,2021-08-20,
7604,ST03467,BR02435,2021-08-22,2022-05-27
7605,ST04264,BR02443,2022-10-05,
7606,ST06421,BR04720,2021-12-30,
7607,ST05264,BR06362,2021-12-07,2022-09-15
7608,ST05087,BR03411,2024-09-15,
7609,ST03603,BR02945,2020-02-12,
7610,ST07511,BR07031,2022-07-04,2023-06-19
7611,ST01037,BR04090,2023-08-18,
7612,ST07928,BR05527,2020-06-25,2020-09-01
7613,ST00757,BR06730,2021-12-07,
7614,ST01510,BR09644,2021-03-07,2021-11-30
7615,ST05825,BR02998,2024-06-08,2025-01-24
7616,ST09115,BR08877,2024-09-30,
7617,ST01187,BR01850,2021-04-10,
7618,ST00915,BR09458,2021-06-29,2022-01-20
7619,ST06892,BR08298,2024-12-15,2024-12-19
7620,ST05808,BR04681,2023-05-25,2023-09-24
7621,ST04158,BR00088,2023-05-24,
7622,ST01038,BR04315,2020-08-11,2021-01-03
7623,ST08900,BR00185,2020-02-16,
7624,ST06194,BR01182,2024-02-19,
7625,ST00783,BR06437,2022-02-04,
7626,ST05833,BR05083,2020-08-02,2020-12-24
7627,ST00008,BR05498,2021-11-15,
7628,ST00794,BR05842,2021-10-05,2022-07-13
7629,ST00180,BR02706,2022-09-04,
7630,ST06969,BR05470,2020-08-19,
7631,ST06451,BR01860,2022-04-15,2023-02-17
7632,ST07716,BR02472,2022-07-03,
7633,ST03037,BR08349,2023-02-04,
7634,ST04109,BR04347,2022-12-17,2023-07-26
7635,ST03897,BR04210,2024-11-11,
7636,ST04218,BR02920,2022-01-27,2022-11-02
7637,ST02713,BR09517,2023-04-19,
7638,ST07856,BR07142,2023-03-10,
7639,ST02045,BR06269,2021-06-28,
7640,ST08322,BR07357,2024-06-28,2024-09-16
7641,ST02879,BR09331,2022-07-18,
7642,ST03540,BR09149,2024-04-21,
7643,ST03468,BR00690,2023-05-14,
7644,ST08512,BR08341,2023-04-10,
7645,ST00844,BR06629,2024-09-27,
7646,ST04042,BR06401,2023-06-30,2023-07-25
7647,ST02673,BR05993,2022-04-29,
7648,ST02630,BR07421,2021-12-21,2022-10-30
7649,ST07218,BR08730,2020-10-02,
7650,ST05233,BR08643,2023-08-04,
7651,ST00362,BR05681,2020-06-16,
7652,ST04710,BR00804,2020-07-07,
7653,ST09929,BR04765,2021-09-19,
7654,ST03783,BR07222,2024-09-12,2024-10-07
7655,ST03428,BR00069,2022-07-28,2022-12-11
7656,ST03720,BR05762,2022-04-23,2023-02-22
7657,ST05271,BR09961,2023-02-19,
7658,ST00267,BR01776,2022-10-20,2023-02-26
7659,ST00398,BR05948,2023-11-16,2023-11-29
7660,ST00354,BR05007,2021-06-18,2022-05-07
7661,ST03950,BR00327,2020-12-11,2021-10-16
7662,ST04726,BR07789,2023-09-02,
7663,ST08233,BR02763,2020-01-23,
7664,ST03920,BR05423,2022-10-29,
7665,ST04807,BR06160,2023-10-31,
7666,ST08865,BR03405,2022-10-05,2023-09-10
7667,ST04540,BR01271,2021-07-31,
7668,ST04874,BR05281,2023-09-09,
7669,ST00243,BR07005,2021-01-04,2021-07-29
7670,ST01735,BR01439,2022-05-24,2023-04-06
7671,ST01384,BR05502,2023-01-28,
7672,ST02346,BR02900,2021-10-09,
7673,ST00585,BR08103,2020-07-31,2020-12-03
7674,ST09905,BR03536,2021-03-19,
7675,ST05247,BR07806,2022-08-21,
7676,ST03769,BR02430,2023-11-30,
7677,ST00132,BR06227,2023-02-13,
7678,ST00031,BR04345,2022-10-21,
7679,ST01838,BR07944,2023-04-13,2024-03-17
7680,ST01411,BR02065,2022-04-28,
7681,ST07664,BR01235,2022-08-24,
7682,ST04387,BR05694,2022-12-10,2023-04-16
7683,ST03979,BR09812,2024-04-19,
7684,ST05447,BR04314,2020-05-26,2020-09-24
7685,ST09733,BR08595,2023-05-13,2024-01-08
7686,ST02012,BR08041,2024-12-15,2025-01-24
7687,ST07955,BR07542,2024-05-21,
7688,ST09017,BR01902,2024-11-18,
7689,ST07401,BR06836,2022-06-03,
7690,ST02811,BR06056,2022-09-02,
7691,ST02510,BR02880,2021-12-07,2022-05-22
7692,ST02211,BR01275,2022-07-10,
7693,ST03746,BR09501,2022-08-30,2023-03-08
7694,ST03201,BR00916,2021-11-07,
7695,ST00869,BR06293,2021-08-23,
7696,ST05184,BR06799,2023-01-18,2023-11-25
7697,ST04773,BR00640,2021-04-28,
7698,ST01070,BR05210,2023-05-27,2024-02-09
7699,ST02495,BR00835,2024-07-16,
7700,ST07730,BR02212,2021-05-29,
7701,ST00937,BR04076,2024-09-07,2024-12-20
7702,ST09934,BR02752,2020-12-17,2021-03-14
7703,ST06964,BR07669,2023-02-24,2023-03-14
7704,ST09008,BR08750,2023-03-26,
7705,ST04315,BR09653,2021-01-11,2021-07-20
7706,ST09356,BR07894,2021-07-20,
7707,ST04266,BR00856,2024-11-10,
7708,ST09276,BR02923,2020-07-02,
7709,ST03662,BR06275,2022-08-26,
7710,ST06832,BR06320,2020-12-22,
7711,ST08466,BR03279,2023-09-30,
7712,ST02133,BR08811,2023-09-23,
7713,ST06932,BR03965,2020-12-09,2021-04-07
7714,ST03085,BR00382,2021-05-11,
7715,ST00289,BR07560,2021-12-01,
7716,ST02648,BR03964,2022-03-01,
7717,ST05621,BR00666,2021-05-11,2022-02-12
7718,ST05289,BR01140,2024-07-25,
7719,ST07875,BR04205,2024-03-11,2024-09-20
7720,ST04206,BR07163,2021-04-06,
7721,ST01054,BR09144,2020-01-05,2020-04-23
7722,ST03398,BR07632,2022-01-02,
7723,ST00265,BR07113,2023-04-18,2023-12-05
7724,ST02921,BR04807,2024-01-23,
7725,ST08102,BR09550,2023-08-21,
7726,ST08066,BR09597,2023-08-12,2024-04-06
7727,ST08699,BR07314,2022-08-19,
7728,ST08676,BR07925,2021-06-25,
7729,ST07325,BR02220,2024-11-03,
7730,ST01293,BR01818,2022-06-22,
7731,ST07793,BR09864,2023-06-24,2023-08-15
7732,ST08194,BR04933,2024-08-31,2025-05-12
7733,ST08277,BR06310,2020-01-26,2020-05-30
7734,ST00780,BR01819,2020-05-04,
7735,ST08491,BR02156,2020-03-19,
7736,ST06830,BR08657,2020-04-18,2020-10-29
7737,ST05387,BR01780,2024-03-20,
7738,ST09477,BR05834,2023-10-04,
7739,ST02446,BR03231,2024-07-25,2025-04-28
7740,ST09156,BR02216,2020-03-20,2020-05-31
7741,ST02796,BR08763,2022-04-12,
7742,ST09878,BR07529,2024-02-09,2024-03-02
7743,ST08232,BR06658,2020-02-04,2020-04-25
7744,ST04017,BR03047,2021-06-02,
7745,ST00934,BR04950,2021-05-30,
7746,ST02296,BR04365,2020-03-05,
7747,ST04706,BR02533,2020-12-12,
7748,ST00136,BR00286,2023-05-17,
7749,ST00998,BR02676,2020-01-02,
7750,ST05358,BR02399,2022-06-26,
7751,ST07438,BR02100,2024-01-30,
7752,ST02095,BR05568,2020-02-12,
7753,ST07420,BR04852,2024-09-04,2025-05-27
7754,ST03999,BR01686,2024-11-29,2025-10-29
7755,ST01006,BR00868,2021-04-30,2021-09-21
7756,ST04067,BR00882,2022-03-17,
7757,ST03275,BR02558,2023-08-03,
7758,ST06876,BR00590,2020-02-28,
7759,ST02518,BR00083,2021-02-14,
7760,ST01876,BR05981,2024-12-13,
7761,ST02130,BR09333,2021-04-12,2021-06-17
7762,ST02946,BR05901,2023-07-23,2023-08-01
7763,ST09662,BR05398,2024-02-27,
7764,ST05839,BR00605,2023-02-16,2023-04-07
7765,ST09845,BR07920,2022-09-23,
7766,ST02403,BR09971,2020-05-31,
7767,ST09770,BR01119,2020-02-10,2020-06-11
7768,ST09513,BR00873,2020-09-17,2020-10-26
7769,ST06836,BR00737,2024-07-14,
7770,ST08181,BR04497,2023-12-21,2024-04-02
7771,ST07876,BR08657,2024-06-08,
7772,ST04458,BR02576,2020-11-18,2021-05-29
7773,ST06362,BR07294,2024-02-14,2024-07-04
7774,ST08110,BR01053,2023-07-03,
7775,ST00735,BR02993,2023-07-06,2023-09-20
7776,ST04884,BR02854,2024-06-06,
7777,ST00237,BR03847,2021-08-07,2021-10-01
7778,ST07457,BR06571,2024-09-14,
7779,ST07732,BR02108,2022-09-25,2023-07-22
7780,ST05510,BR09066,2020-08-20,
7781,ST01202,BR01611,2023-04-14,
7782,ST03325,BR08114,2020-02-08,
7783,ST02144,BR07504,2024-03-18,
7784,ST04720,BR05043,2022-04-09,2022-11-18
7785,ST02780,BR07873,2023-02-28,2023-06-02
7786,ST00583,BR06613,2020-05-28,2020-08-15
7787,ST04815,BR09032,2022-11-14,2023-11-11
7788,ST04180,BR02706,2022-02-04,2022-07-21
7789,ST07759,BR06469,2020-04-04,
7790,ST05030,BR02434,2024-05-26,2025-02-18
7791,ST00362,BR01424,2024-04-18,2024-07-24
7792,ST07284,BR02739,2024-09-21,2025-05-17
7793,ST01699,BR02772,2021-02-12,
7794,ST02915,BR08285,2024-09-25,
7795,ST05184,BR04843,2020-10-24,
7796,ST03726,BR07253,2021-05-22,
7797,ST02001,BR04970,2021-03-08,2021-11-19
7798,ST03875,BR00736,2023-10-31,
7799,ST06670,BR07521,2023-09-25,
7800,ST03619,BR03560,2021-08-18,2022-01-12
7801,ST06507,BR07242,2024-09-16,2025-07-16
7802,ST09414,BR02715,2023-02-06,
7803,ST03095,BR02553,2024-11-17,2025-01-27
7804,ST06731,BR05626,2022-10-20,2023-04-01
7805,ST08181,BR02813,2020-07-13,2021-04-10
7806,ST04369,BR07904,2020-04-06,2021-01-22
7807,ST01818,BR00228,2021-10-09,2022-07-10
7808,ST09090,BR04682,2023-05-15,2024-05-08
7809,ST03189,BR04979,2020-05-12,2020-08-28
7810,ST01751,BR01184,2022-08-26,2022-09-29
7811,ST07653,BR04220,2024-03-13,2024-08-25
7812,ST09427,BR04501,2023-02-13,
7813,ST09957,BR02640,2022-09-18,2022-11-19
7814,ST02577,BR03262,2023-02-18,
7815,ST01705,BR04684,2023-02-03,
7816,ST01079,BR09590,2020-05-03,2020-09-13
7817,ST04369,BR00183,2023-04-05,
7818,ST05907,BR07925,2021-02-14,
7819,ST06925,BR02848,2020-10-27,2021-09-30
7820,ST09513,BR02854,2024-10-02,
7821,ST06046,BR01703,2022-06-05,
7822,ST01848,BR04419,2022-09-03,
7823,ST00847,BR02734,2024-09-10,
7824,ST02553,BR08397,2020-05-26,
7825,ST01443,BR06105,2023-02-28,2023-12-30
7826,ST07993,BR09685,2024-08-27,
7827,ST01794,BR00678,2020-03-06,
7828,ST06829,BR01543,2024-03-15,2024-04-03
7829,ST08632,BR01042,2022-03-24,2023-02-03
7830,ST09950,BR04018,2024-04-09,
7831,ST02383,BR02696,2024-04-12,
7832,ST05560,BR09293,2022-05-15,
7833,ST04258,BR03841,2023-11-03,
7834,ST01915,BR01078,2022-01-19,2022-05-04
7835,ST05165,BR00364,2022-04-18,2023-03-04
7836,ST09603,BR01273,2024-02-07,
7837,ST03629,BR03765,2021-06-18,
7838,ST07026,BR08685,2023-03-12,2023-12-14
7839,ST01097,BR00555,2021-07-08,2021-08-03
7840,ST01860,BR05206,2023-04-18,
7841,ST02482,BR08513,2024-06-07,
7842,ST06322,BR08545,2022-02-16,2022-05-27
7843,ST06735,BR07508,2020-06-17,2020-11-01
7844,ST08833,BR03716,2022-01-27,2022-07-15
7845,ST04679,BR09313,2021-09-28,
7846,ST06099,BR09504,2022-07-23,
7847,ST04161,BR06645,2020-05-02,2021-02-07
7848,ST03341,BR08219,2022-07-27,
7849,ST08035,BR06056,2020-01-08,2020-01-21
7850,ST06051,BR04098,2020-02-26,
7851,ST09565,BR06210,2021-06-14,
7852,ST00456,BR04182,2021-12-01,2022-07-10
7853,ST04815,BR05441,2022-10-03,
7854,ST06276,BR07244,2022-05-27,
7855,ST05756,BR01478,2020-08-27,2021-05-22
7856,ST08380,BR00984,2021-11-14,
7857,ST00190,BR07890,2022-08-10,
7858,ST09712,BR02690,2022-09-15,2023-03-26
7859,ST04893,BR01909,2024-03-03,2024-12-05
7860,ST06469,BR04068,2024-01-11,
7861,ST07714,BR02115,2024-05-13,2024-11-13
7862,ST04210,BR04149,2020-06-22,
7863,ST04555,BR04997,2024-05-01,
7864,ST04657,BR05536,2021-11-12,
7865,ST09360,BR06080,2022-12-10,
7866,ST00169,BR01548,2024-05-06,2024-10-25
7867,ST00103,BR00114,2021-07-02,
7868,ST00238,BR08874,2021-07-06,
7869,ST06526,BR06483,2023-02-25,
7870,ST01110,BR08636,2023-01-13,2023-10-10
7871,ST09194,BR03088,2023-06-17,2023-08-28
7872,ST07524,BR09528,2023-07-20,2024-03-25
7873,ST07971,BR09609,2022-09-03,
7874,ST09882,BR00924,2021-12-23,2022-03-26
7875,ST02350,BR08041,2024-05-28,
7876,ST04476,BR03228,2022-09-17,
7877,ST08039,BR07210,2021-02-04,
7878,ST09540,BR03475,2023-06-04,2023-12-29
7879,ST00820,BR03822,2021-12-24,
7880,ST05490,BR05770,2024-08-20,
7881,ST03440,BR06454,2020-01-16,
7882,ST07132,BR09706,2022-07-19,
7883,ST07919,BR06434,2023-06-14,2024-04-30
7884,ST05009,BR01485,2020-12-21,
7885,ST06009,BR03026,2022-02-16,
7886,ST04771,BR00592,2022-07-03,
7887,ST02677,BR00531,2020-03-30,
7888,ST01155,BR01553,2023-02-08,2023-06-24
7889,ST03522,BR04382,2020-08-13,2021-01-14
7890,ST09797,BR09064,2022-12-26,2023-08-23
7891,ST04491,BR08930,2022-05-25,
7892,ST05513,BR06826,2020-04-07,2020-06-23
7893,ST04111,BR03965,2022-02-17,
7894,ST08890,BR08042,2021-07-21,2021-10-10
7895,ST01355,BR07905,2024-11-21,2024-11-25
7896,ST04888,BR02424,2024-01-09,
7897,ST05637,BR03547,2023-06-06,2023-07-13
7898,ST04373,BR01593,2020-03-04,2020-10-11
7899,ST07882,BR01524,2022-09-08,2022-12-09
7900,ST00467,BR07006,2020-10-12,
7901,ST06600,BR04149,2022-11-07,
7902,ST01937,BR02092,2021-10-23,
7903,ST02179,BR00260,2022-05-14,
7904,ST01825,BR04838,2022-07-20,2022-12-12
7905,ST03332,BR09975,2021-10-15,
7906,ST09354,BR09740,2021-01-28,
7907,ST00859,BR06353,2020-04-14,
7908,ST05927,BR02672,2020-08-09,2021-05-31
7909,ST08336,BR05725,2020-03-31,2021-02-11
7910,ST00256,BR04380,2020-03-06,
7911,ST03428,BR01063,2024-01-09,2024-11-13
7912,ST01229,BR00589,2024-08-21,
7913,ST04387,BR05366,2024-06-22,2024-07-02
7914,ST07431,BR06058,2021-11-26,
7915,ST08664,BR01023,2021-11-26,2022-09-14
7916,ST01292,BR03039,2020-03-22,2020-07-13
7917,ST01687,BR01583,2021-03-05,
7918,ST08298,BR04013,2024-11-21,2025-10-07
7919,ST07580,BR07843,2020-06-30,
7920,ST00609,BR01588,2024-12-01,
7921,ST07855,BR06153,2024-03-24,2025-01-15
7922,ST08354,BR01964,2021-05-22,
7923,ST07265,BR07866,2023-11-12,
7924,ST07154,BR02195,2020-10-12,2021-08-29
7925,ST05592,BR02528,2024-09-10,
7926,ST03506,BR01574,2022-07-20,2022-12-04
7927,ST09170,BR04497,2020-07-28,2021-06-25
7928,ST05841,BR09017,2024-01-28,
7929,ST05222,BR00782,2024-01-22,
7930,ST03967,BR06567,2024-12-08,2025-08-26
7931,ST06568,BR09140,2020-11-23,2021-07-10
7932,ST02845,BR02960,2023-06-17,2023-11-11
7933,ST08431,BR07895,2020-05-30,2020-07-29
7934,ST05025,BR06401,2020-09-03,
7935,ST04755,BR00949,2022-08-29,2022-10-07
7936,ST00973,BR08877,2020-10-12,
7937,ST09198,BR04298,2020-12-08,2021-04-05
7938,ST03332,BR00886,2021-05-29,
7939,ST05669,BR03443,2024-06-28,2025-04-20
7940,ST09099,BR08797,2023-08-16,2024-04-22
7941,ST01230,BR01311,2020-02-09,2020-10-14
7942,ST05080,BR09352,2024-10-23,
7943,ST08329,BR00779,2021-03-09,
7944,ST03796,BR02800,2024-04-22,2024-05-13
7945,ST08125,BR05843,2024-02-02,
7946,ST02861,BR06429,2022-05-24,
7947,ST05242,BR07513,2021-12-16,2022-07-11
7948,ST04633,BR00826,2021-02-06,2021-02-09
7949,ST08488,BR03373,2024-04-20,2024-12-30
7950,ST04830,BR06777,2020-02-15,
7951,ST00528,BR05494,2020-05-21,2020-10-16
7952,ST01782,BR09157,2021-01-18,2021-06-28
