SessionID,UserID,SessionStart,SessionDuration,DeviceType,IPAddress,InternalSource
SESSION08185,USR09466,2024-09-27 19:19:38,332,Tablet,201.58.192.68,Website
SESSION08186,USR07254,2024-07-18 21:12:32,3155,Mobile,33.248.255.231,Website
SESSION08187,USR07036,2024-04-27 03:42:47,4470,Mobile,109.200.177.9,Website
SESSION08188,USR00602,2024-02-19 19:10:22,2520,Tablet,72.45.152.219,App
SESSION08189,USR06203,2024-02-22 11:43:49,2711,Desktop,196.230.116.87,API
SESSION08190,USR01365,2024-04-01 12:24:06,1002,Tablet,207.160.98.222,App
SESSION08191,USR09085,2024-07-23 18:24:48,204,Mobile,44.212.187.226,Website
SESSION08192,USR05603,2024-05-07 13:28:21,5539,Tablet,75.38.150.13,API
SESSION08193,USR09820,2024-02-21 05:09:31,7093,Mobile,59.204.235.105,App
SESSION08194,USR01342,2024-02-28 18:23:16,5352,Desktop,38.207.219.133,Website
SESSION08195,USR01454,2024-08-12 11:45:25,5402,Mobile,194.18.3.193,App
SESSION08196,USR02279,2024-01-08 17:35:07,2502,Tablet,8.74.216.59,API
SESSION08197,USR07779,2024-02-29 10:34:04,2747,Tablet,173.188.145.205,App
SESSION08198,USR02830,2024-06-14 21:02:32,5115,Mobile,201.211.17.69,App
SESSION08199,USR06023,2024-02-23 22:08:07,2333,Tablet,153.88.182.204,App
SESSION08200,USR05527,2024-08-20 17:27:27,5473,Mobile,20.46.98.206,Website
SESSION08201,USR09129,2024-02-25 05:31:24,7112,Mobile,93.36.160.76,App
SESSION08202,USR07947,2024-01-11 07:28:04,7119,Tablet,182.255.250.238,API
SESSION08203,USR07990,2024-06-05 18:28:11,538,Mobile,67.214.112.203,Website
SESSION08204,USR05951,2024-07-19 11:21:42,2208,Desktop,143.191.159.181,API
SESSION08205,USR01534,2024-02-14 16:21:54,3422,Mobile,86.154.9.54,App
SESSION08206,USR05327,2024-02-20 08:43:20,1873,Desktop,205.207.12.164,Website
SESSION08207,USR03440,2024-04-21 22:21:06,5177,Mobile,12.63.33.219,App
SESSION08208,USR06734,2024-07-03 07:56:40,2096,Mobile,18.89.49.38,Website
SESSION08209,USR04922,2024-02-22 06:41:59,162,Tablet,218.142.61.211,App
SESSION08210,USR08817,2024-09-02 10:29:23,3562,Mobile,29.193.217.115,API
SESSION08211,USR08749,2024-05-08 10:08:25,6819,Desktop,220.188.244.236,API
SESSION08212,USR04136,2024-04-29 20:33:19,6356,Mobile,205.134.205.13,API
SESSION08213,USR08691,2024-05-23 08:54:54,825,Mobile,39.29.161.235,App
SESSION08214,USR09467,2024-02-25 18:24:55,6173,Tablet,161.29.49.161,Website
SESSION08215,USR04584,2024-02-14 21:19:45,6972,Desktop,25.21.22.173,Website
SESSION08216,USR01408,2024-03-20 19:33:27,1731,Desktop,13.79.48.86,App
SESSION08217,USR01393,2024-08-18 03:22:44,2338,Tablet,14.244.80.124,Website
SESSION08218,USR08200,2024-04-18 17:39:57,2621,Mobile,173.93.67.61,Website
SESSION08219,USR06697,2024-11-13 07:32:26,3849,Mobile,115.8.93.214,API
SESSION08220,USR00694,2024-04-18 14:28:47,157,Mobile,148.83.129.49,Website
SESSION08221,USR04983,2024-12-06 09:38:15,1545,Mobile,114.232.185.26,API
SESSION08222,USR06799,2024-06-08 06:10:39,1129,Mobile,198.30.110.195,App
SESSION08223,USR08124,2024-10-13 01:38:32,1441,Desktop,164.142.199.238,API
SESSION08224,USR05780,2024-11-25 12:16:14,1680,Tablet,82.201.161.212,Website
SESSION08225,USR06118,2024-04-24 12:25:27,3120,Mobile,131.145.121.195,App
SESSION08226,USR03099,2024-12-15 05:23:54,7183,Tablet,143.141.169.40,API
SESSION08227,USR08048,2024-01-17 00:06:38,3486,Tablet,173.96.37.103,App
SESSION08228,USR01163,2024-12-09 02:13:48,874,Desktop,179.45.46.79,App
SESSION08229,USR01317,2024-10-19 15:06:28,4768,Desktop,128.61.29.159,Website
SESSION08230,USR02015,2024-09-24 21:26:49,5313,Tablet,201.207.168.190,Website
SESSION08231,USR02066,2024-05-12 16:53:09,4534,Mobile,163.167.142.21,App
SESSION08232,USR02104,2024-09-10 13:31:21,1409,Mobile,36.202.109.252,API
SESSION08233,USR04620,2024-10-04 10:08:31,6171,Mobile,41.62.112.129,API
SESSION08234,USR05620,2024-11-24 17:16:11,1047,Tablet,33.217.177.78,App
SESSION08235,USR00434,2024-04-26 18:45:12,4218,Desktop,112.24.178.110,App
SESSION08236,USR09613,2024-05-05 13:54:15,443,Tablet,173.246.27.85,App
SESSION08237,USR04092,2024-11-12 05:17:01,6178,Desktop,155.18.233.32,Website
SESSION08238,USR04751,2024-01-15 05:49:06,5063,Desktop,208.199.46.83,Website
SESSION08239,USR00927,2024-09-26 08:19:35,2445,Tablet,37.50.102.195,API
SESSION08240,USR07519,2024-06-21 22:26:35,3545,Tablet,128.144.79.145,Website
SESSION08241,USR08363,2024-01-25 01:56:16,118,Mobile,72.233.22.252,API
SESSION08242,USR00950,2024-03-21 04:36:12,3139,Mobile,67.3.163.1,App
SESSION08243,USR06774,2024-01-07 06:51:47,5930,Mobile,57.172.126.231,App
SESSION08244,USR01341,2024-03-11 09:15:24,2690,Mobile,91.194.56.202,Website
SESSION08245,USR06458,2024-07-01 10:43:29,2388,Tablet,138.236.70.105,App
SESSION08246,USR07565,2024-05-04 12:41:01,2434,Desktop,120.6.123.199,App
SESSION08247,USR09691,2024-08-23 22:40:40,6225,Tablet,118.21.58.233,Website
SESSION08248,USR07965,2024-04-25 13:50:02,625,Mobile,194.176.220.56,Website
SESSION08249,USR04798,2024-07-27 21:40:50,3538,Desktop,190.31.70.238,Website
SESSION08250,USR05650,2024-11-29 03:59:44,3163,Mobile,120.58.112.219,App
SESSION08251,USR05241,2024-02-18 12:09:08,1678,Desktop,43.189.218.32,Website
SESSION08252,USR05158,2024-11-21 12:54:16,2247,Desktop,114.250.105.181,App
SESSION08253,USR05322,2024-02-09 15:15:06,4171,Mobile,82.122.72.159,Website
SESSION08254,USR03460,2024-10-26 02:55:29,554,Desktop,120.26.100.63,App
SESSION08255,USR08226,2024-05-28 00:14:18,3966,Tablet,59.87.133.239,App
SESSION08256,USR06478,2024-06-06 15:29:04,1385,Desktop,142.14.124.205,Website
SESSION08257,USR09098,2024-11-08 00:43:23,1166,Tablet,137.198.136.91,Website
SESSION08258,USR05681,2024-07-20 18:38:36,3352,Desktop,120.104.164.56,App
SESSION08259,USR04094,2024-12-18 01:38:04,5764,Mobile,81.224.231.176,Website
SESSION08260,USR06947,2024-06-02 06:36:01,2209,Mobile,142.91.143.142,Website
SESSION08261,USR06190,2024-04-07 13:14:27,354,Tablet,27.24.245.20,App
SESSION08262,USR02398,2024-05-04 19:30:57,2010,Tablet,170.207.104.157,App
SESSION08263,USR09903,2024-09-23 01:03:25,7065,Mobile,69.15.68.72,API
SESSION08264,USR06053,2024-05-31 23:11:59,3263,Tablet,95.161.254.97,App
SESSION08265,USR09438,2024-12-14 16:21:20,2397,Mobile,55.251.68.56,Website
SESSION08266,USR07867,2024-02-23 10:52:54,2853,Mobile,176.82.224.186,API
SESSION08267,USR01972,2024-03-22 01:11:45,867,Mobile,198.81.33.246,Website
SESSION08268,USR00165,2024-02-15 00:06:22,1282,Desktop,134.85.202.53,API
SESSION08269,USR09428,2024-12-06 20:20:11,6752,Tablet,182.45.95.168,API
SESSION08270,USR07185,2024-11-23 14:35:42,4346,Tablet,31.211.99.207,App
SESSION08271,USR07763,2024-06-04 23:32:31,2771,Mobile,42.156.14.19,Website
SESSION08272,USR02533,2024-08-20 18:32:40,5847,Tablet,153.188.149.88,API
SESSION08273,USR04134,2024-05-03 06:51:17,6008,Desktop,111.120.202.73,API
SESSION08274,USR08890,2024-05-25 04:35:38,3995,Mobile,36.86.83.52,API
SESSION08275,USR07453,2024-09-23 01:29:38,2749,Mobile,124.110.167.44,API
SESSION08276,USR00333,2024-11-27 19:54:32,5660,Tablet,170.199.250.217,App
SESSION08277,USR09301,2024-03-01 19:19:31,5849,Tablet,49.215.96.169,App
SESSION08278,USR01881,2024-10-23 14:07:02,5373,Mobile,220.189.136.254,App
SESSION08279,USR02373,2024-01-01 14:40:25,862,Desktop,11.156.172.194,Website
SESSION08280,USR03718,2024-03-04 18:10:02,2535,Mobile,22.51.52.138,Website
SESSION08281,USR01991,2024-06-09 04:16:02,5299,Mobile,143.92.13.95,App
SESSION08282,USR06571,2024-10-20 05:55:03,4073,Tablet,149.107.65.252,API
SESSION08283,USR09553,2024-08-06 13:12:46,6223,Mobile,203.41.207.63,App
SESSION08284,USR03583,2024-05-23 03:34:48,2856,Desktop,87.117.16.110,App
SESSION08285,USR09972,2023-12-20 09:00:10,4239,Tablet,170.40.92.49,Website
SESSION08286,USR07387,2024-11-30 02:37:27,5042,Desktop,217.111.130.6,API
SESSION08287,USR09659,2024-05-19 05:52:41,5042,Desktop,165.43.202.22,Website
SESSION08288,USR00941,2024-02-29 05:20:56,1900,Tablet,7.143.136.79,App
SESSION08289,USR08216,2024-10-09 23:28:15,4630,Tablet,171.248.145.25,App
SESSION08290,USR04862,2024-06-30 13:46:11,404,Mobile,82.182.66.231,API
SESSION08291,USR06218,2024-08-02 11:11:57,5704,Desktop,59.40.13.0,Website
SESSION08292,USR09469,2024-03-24 18:40:44,6771,Mobile,4.184.25.176,API
SESSION08293,USR04203,2024-11-18 02:31:44,705,Tablet,26.185.155.49,App
SESSION08294,USR05295,2024-08-27 04:15:11,4450,Tablet,128.222.82.213,API
SESSION08295,USR02008,2024-06-17 06:49:04,6377,Tablet,64.135.188.96,Website
SESSION08296,USR02873,2023-12-25 01:27:11,1617,Desktop,223.75.103.43,App
SESSION08297,USR03609,2024-04-06 11:04:35,5100,Mobile,96.64.17.178,Website
SESSION08298,USR04387,2024-02-08 14:29:32,372,Tablet,20.159.159.153,API
SESSION08299,USR06542,2023-12-31 22:33:11,3531,Tablet,191.109.234.38,App
SESSION08300,USR02786,2024-12-07 23:52:21,3382,Desktop,188.218.182.87,API
SESSION08301,USR02323,2024-02-12 22:39:55,5574,Tablet,189.96.155.9,Website
SESSION08302,USR00089,2024-09-06 23:48:30,1384,Mobile,85.5.175.143,Website
SESSION08303,USR03594,2024-05-20 18:09:01,4645,Desktop,206.236.86.17,API
SESSION08304,USR07070,2024-09-24 08:57:02,4212,Mobile,199.182.59.79,App
SESSION08305,USR02251,2024-07-08 10:00:17,6170,Tablet,197.109.79.162,App
SESSION08306,USR06188,2024-07-03 03:04:55,6327,Tablet,158.232.205.250,API
SESSION08307,USR03433,2024-11-29 10:45:48,2031,Desktop,151.176.203.127,Website
SESSION08308,USR07309,2024-08-03 07:34:53,4631,Desktop,156.100.240.73,App
SESSION08309,USR07539,2024-09-10 17:06:24,5427,Desktop,205.140.28.83,App
SESSION08310,USR09917,2024-12-09 13:47:19,5025,Tablet,25.209.101.50,API
SESSION08311,USR07295,2024-05-25 01:13:23,342,Desktop,110.54.87.225,App
SESSION08312,USR00019,2024-07-15 14:53:14,2821,Desktop,59.163.135.51,API
SESSION08313,USR07753,2024-08-30 14:56:30,3820,Mobile,185.17.126.39,API
SESSION08314,USR03106,2024-11-14 07:26:58,6869,Mobile,3.116.235.81,App
SESSION08315,USR00939,2024-11-30 21:34:48,1633,Desktop,71.142.164.145,Website
SESSION08316,USR06482,2024-06-04 10:33:35,3556,Desktop,45.82.135.240,API
SESSION08317,USR00318,2024-04-09 17:06:51,3740,Desktop,184.27.72.231,App
SESSION08318,USR09982,2024-04-23 22:35:57,6636,Tablet,55.93.75.210,Website
SESSION08319,USR00567,2024-11-15 04:44:58,1004,Tablet,11.40.30.156,API
SESSION08320,USR06775,2024-08-08 23:10:19,11,Tablet,11.186.144.83,App
SESSION08321,USR09694,2024-10-21 17:39:09,5516,Tablet,161.228.132.156,App
SESSION08322,USR03202,2024-07-26 17:42:30,4600,Desktop,111.235.133.238,Website
SESSION08323,USR00724,2024-02-03 05:44:07,3164,Mobile,170.104.69.98,App
SESSION08324,USR04553,2024-06-24 22:24:25,3085,Tablet,136.160.176.136,API
SESSION08325,USR08677,2024-01-28 01:07:48,5477,Mobile,97.195.218.241,Website
SESSION08326,USR02562,2024-10-23 04:14:07,2187,Tablet,198.190.212.243,Website
SESSION08327,USR01188,2024-06-15 02:08:51,940,Mobile,123.127.27.248,App
SESSION08328,USR07959,2024-08-16 23:06:30,4075,Mobile,125.119.82.250,Website
SESSION08329,USR05395,2024-01-22 04:16:13,4513,Mobile,186.148.240.25,API
SESSION08330,USR02854,2024-03-11 06:35:13,61,Mobile,133.136.56.128,App
SESSION08331,USR00584,2024-08-13 05:09:52,2869,Mobile,8.224.70.248,App
SESSION08332,USR02632,2024-09-01 21:55:25,1255,Tablet,29.192.35.190,API
SESSION08333,USR09957,2024-01-01 06:21:50,1138,Tablet,193.10.141.44,App
SESSION08334,USR01103,2024-03-02 08:38:02,6701,Mobile,218.236.56.131,API
SESSION08335,USR06433,2024-04-01 23:09:13,5894,Mobile,29.26.59.12,Website
SESSION08336,USR04241,2024-09-13 12:54:20,7031,Mobile,210.159.69.43,App
SESSION08337,USR07160,2024-04-27 17:50:04,712,Tablet,211.95.233.224,API
SESSION08338,USR05252,2024-01-24 10:07:33,6980,Desktop,162.18.7.245,Website
SESSION08339,USR04831,2024-10-15 03:10:12,7111,Desktop,181.144.64.105,App
SESSION08340,USR05594,2024-11-01 11:26:19,4825,Mobile,113.84.10.248,Website
SESSION08341,USR02648,2024-06-26 07:31:48,5952,Mobile,221.185.40.10,API
SESSION08342,USR02180,2024-12-12 23:24:13,4157,Mobile,117.115.166.59,Website
SESSION08343,USR05045,2024-02-08 01:07:20,6640,Tablet,201.69.193.42,App
SESSION08344,USR04677,2024-09-28 00:29:29,5500,Desktop,208.169.231.14,App
SESSION08345,USR07929,2024-08-01 07:42:56,6059,Tablet,73.102.61.94,API
SESSION08346,USR02763,2024-07-30 09:21:01,1517,Mobile,72.128.247.16,App
SESSION08347,USR00155,2024-05-19 09:48:12,641,Desktop,209.26.10.12,API
SESSION08348,USR03552,2024-08-27 16:50:18,958,Desktop,75.166.89.158,API
SESSION08349,USR08960,2023-12-24 17:05:03,5606,Tablet,16.200.223.176,API
SESSION08350,USR04869,2024-01-14 23:50:43,4952,Tablet,46.105.21.206,App
SESSION08351,USR00438,2024-01-30 18:07:26,1696,Desktop,27.66.137.225,App
SESSION08352,USR08058,2024-02-16 12:56:53,4331,Mobile,61.153.152.145,App
SESSION08353,USR07979,2024-09-15 11:02:56,1539,Mobile,68.84.51.33,Website
SESSION08354,USR05078,2024-10-29 11:09:02,7109,Desktop,59.121.17.198,App
SESSION08355,USR00077,2024-09-24 12:46:07,1409,Mobile,54.233.58.73,API
SESSION08356,USR01397,2024-03-31 17:12:57,3355,Tablet,15.109.174.191,Website
SESSION08357,USR08613,2024-01-20 13:57:40,3300,Desktop,130.131.186.89,Website
SESSION08358,USR08711,2024-03-09 09:34:59,6309,Desktop,87.139.70.156,Website
SESSION08359,USR06877,2024-04-14 00:31:27,264,Mobile,55.58.173.183,API
SESSION08360,USR04722,2024-07-26 23:15:30,5778,Tablet,27.154.2.62,App
SESSION08361,USR02844,2024-11-17 19:29:28,4050,Mobile,159.76.97.86,App
SESSION08362,USR00086,2024-10-13 11:57:56,5641,Tablet,97.47.109.233,App
SESSION08363,USR08018,2024-04-21 01:47:35,5730,Tablet,114.195.238.245,API
SESSION08364,USR04560,2024-08-07 08:49:49,6620,Tablet,100.226.128.77,Website
SESSION08365,USR04827,2024-08-14 21:42:42,6877,Desktop,218.232.141.195,API
SESSION08366,USR09606,2024-03-26 05:49:59,2122,Desktop,148.128.104.193,Website
SESSION08367,USR01278,2024-04-26 07:24:32,4074,Tablet,50.32.74.82,App
SESSION08368,USR08317,2024-09-22 16:19:55,5514,Mobile,185.128.79.162,App
SESSION08369,USR06533,2024-12-01 13:23:49,2672,Mobile,98.36.157.12,Website
SESSION08370,USR00790,2024-08-16 16:58:01,5527,Tablet,50.130.170.80,API
SESSION08371,USR02172,2024-05-13 23:11:13,462,Mobile,69.84.207.140,Website
SESSION08372,USR06051,2024-02-13 07:46:39,4269,Mobile,82.186.227.169,Website
SESSION08373,USR05672,2024-01-19 04:28:26,5731,Tablet,51.217.231.6,App
SESSION08374,USR09829,2024-09-30 02:32:40,1030,Tablet,1.221.92.149,App
SESSION08375,USR07120,2024-08-13 01:51:37,218,Mobile,152.106.64.87,API
SESSION08376,USR03859,2024-04-13 09:58:42,4654,Mobile,106.144.26.108,App
SESSION08377,USR06453,2024-12-05 01:02:50,857,Desktop,177.243.49.23,API
SESSION08378,USR02151,2024-06-24 01:59:02,4512,Mobile,147.37.97.39,Website
SESSION08379,USR08178,2024-03-22 11:48:54,3012,Desktop,104.57.87.228,Website
SESSION08380,USR02019,2024-08-01 09:35:23,2854,Tablet,201.114.95.249,Website
SESSION08381,USR09015,2024-03-29 04:23:25,4721,Desktop,70.224.103.213,Website
SESSION08382,USR03174,2024-01-03 04:10:02,6978,Tablet,18.108.67.43,App
SESSION08383,USR06044,2024-05-11 22:31:45,3358,Mobile,59.167.223.85,Website
SESSION08384,USR01820,2024-08-13 20:40:31,6860,Tablet,15.199.149.211,API
SESSION08385,USR03600,2024-03-12 17:41:32,5076,Tablet,149.70.198.188,API
SESSION08386,USR06503,2024-05-29 23:47:01,4812,Mobile,61.246.194.150,Website
SESSION08387,USR00791,2024-10-04 19:21:25,3229,Desktop,108.223.38.180,Website
SESSION08388,USR00122,2024-09-22 20:29:27,1412,Mobile,25.234.228.47,Website
SESSION08389,USR03355,2024-02-23 22:26:50,2931,Mobile,189.64.161.74,Website
SESSION08390,USR07176,2024-02-28 17:48:59,2103,Desktop,53.228.166.60,API
SESSION08391,USR06474,2024-05-27 03:54:12,2143,Desktop,125.222.83.183,App
SESSION08392,USR01003,2024-06-23 05:26:30,6076,Tablet,49.178.205.251,App
SESSION08393,USR02869,2024-05-29 07:31:27,6312,Desktop,43.56.53.15,Website
SESSION08394,USR05417,2024-01-23 07:46:14,1213,Tablet,144.161.230.16,Website
SESSION08395,USR08625,2024-01-16 23:49:57,6949,Tablet,100.207.142.136,API
SESSION08396,USR09713,2024-07-19 22:53:54,1828,Mobile,206.185.151.109,App
SESSION08397,USR01317,2024-01-02 16:53:07,2781,Tablet,19.127.40.175,API
SESSION08398,USR08367,2024-07-26 16:50:20,6990,Mobile,146.207.87.128,Website
SESSION08399,USR02097,2024-11-05 03:54:47,4943,Mobile,156.212.71.95,Website
SESSION08400,USR08234,2024-08-17 03:40:24,3609,Tablet,17.172.159.26,Website
SESSION08401,USR09510,2024-01-02 13:29:57,5575,Tablet,24.153.102.219,App
SESSION08402,USR08915,2024-08-08 06:31:23,4565,Desktop,94.162.89.183,App
SESSION08403,USR01509,2024-02-20 12:42:23,6866,Mobile,52.214.183.219,Website
SESSION08404,USR08692,2024-09-29 19:35:22,642,Mobile,160.156.53.15,Website
SESSION08405,USR08623,2024-11-05 17:52:22,2956,Mobile,12.15.68.65,App
SESSION08406,USR06887,2024-02-04 04:31:50,2349,Desktop,31.194.54.85,App
SESSION08407,USR08516,2023-12-22 21:20:11,6798,Tablet,99.208.188.204,Website
SESSION08408,USR01577,2024-04-13 20:15:34,1502,Tablet,56.246.55.204,App
SESSION08409,USR06890,2024-07-11 18:30:19,4950,Mobile,128.159.151.175,App
SESSION08410,USR02442,2024-09-11 19:33:13,7163,Desktop,55.237.179.103,App
SESSION08411,USR07931,2024-05-11 23:04:18,5319,Desktop,156.108.14.254,App
SESSION08412,USR06867,2024-10-01 21:52:59,3197,Tablet,20.248.91.33,App
SESSION08413,USR05156,2024-02-13 02:19:52,1383,Mobile,36.240.92.199,API
SESSION08414,USR07492,2024-05-11 13:49:48,6067,Tablet,16.178.130.73,API
SESSION08415,USR05672,2024-07-28 10:22:09,4653,Desktop,204.197.186.31,App
SESSION08416,USR09325,2024-07-17 23:27:26,6788,Mobile,40.200.147.166,App
SESSION08417,USR08495,2024-04-24 10:06:45,4979,Mobile,222.33.59.84,Website
SESSION08418,USR01501,2024-12-17 21:50:01,2566,Tablet,150.234.233.132,App
SESSION08419,USR06784,2024-02-17 04:50:40,3550,Tablet,66.190.195.134,App
SESSION08420,USR06567,2024-03-11 11:47:26,6955,Mobile,160.98.140.112,App
SESSION08421,USR03791,2024-07-20 15:19:29,453,Mobile,200.23.94.12,Website
SESSION08422,USR08649,2024-08-24 19:25:59,3522,Tablet,59.89.21.186,Website
SESSION08423,USR05942,2024-07-30 03:13:40,1571,Mobile,168.38.122.46,Website
SESSION08424,USR04061,2024-04-17 11:10:29,6562,Tablet,206.104.221.18,API
SESSION08425,USR03924,2024-06-01 22:00:13,6999,Tablet,210.7.94.218,Website
SESSION08426,USR05671,2024-08-26 01:46:30,3369,Mobile,119.11.206.153,App
SESSION08427,USR09455,2024-02-19 10:40:34,2297,Tablet,179.142.21.247,App
SESSION08428,USR05687,2024-04-29 01:31:40,5306,Tablet,113.214.124.14,App
SESSION08429,USR07152,2024-04-23 16:50:10,457,Mobile,166.99.110.218,App
SESSION08430,USR00993,2024-04-06 01:26:04,5960,Tablet,41.218.175.146,API
SESSION08431,USR03432,2024-08-16 23:52:06,6831,Desktop,106.125.11.132,API
SESSION08432,USR00673,2024-11-19 16:44:53,1019,Mobile,191.182.22.234,Website
SESSION08433,USR06222,2024-02-05 09:28:16,1181,Mobile,151.93.124.43,API
SESSION08434,USR07543,2024-04-28 20:31:35,2617,Tablet,84.228.186.55,Website
SESSION08435,USR09667,2024-03-07 07:02:14,6856,Mobile,124.153.78.230,App
SESSION08436,USR04818,2024-09-22 22:12:53,3077,Mobile,24.94.102.157,API
SESSION08437,USR09189,2024-10-09 16:44:57,5861,Desktop,155.198.244.98,API
SESSION08438,USR07518,2024-10-07 18:37:54,1314,Tablet,191.50.34.152,Website
SESSION08439,USR08998,2024-08-28 02:04:39,1734,Mobile,126.216.230.179,App
SESSION08440,USR01493,2024-03-27 08:40:37,2619,Desktop,196.158.123.219,Website
SESSION08441,USR00380,2024-02-20 04:56:51,4370,Mobile,47.106.169.127,API
SESSION08442,USR06570,2024-04-17 06:50:55,4042,Mobile,208.109.39.224,App
SESSION08443,USR04806,2024-01-21 06:27:46,1754,Mobile,137.85.200.168,API
SESSION08444,USR06747,2024-12-05 13:23:05,2025,Mobile,159.143.242.203,App
SESSION08445,USR03956,2024-04-09 04:02:26,5798,Desktop,2.101.10.72,App
SESSION08446,USR00404,2024-05-08 18:59:59,3778,Mobile,29.121.178.79,API
SESSION08447,USR07399,2024-08-23 03:10:37,2549,Tablet,68.179.178.52,Website
SESSION08448,USR04077,2024-05-31 22:51:16,3693,Desktop,146.29.52.136,Website
SESSION08449,USR05572,2024-02-06 02:06:28,6221,Desktop,143.123.120.209,App
SESSION08450,USR03060,2024-01-18 23:54:21,5195,Tablet,66.113.84.93,App
SESSION08451,USR05060,2024-11-22 01:53:08,3619,Tablet,83.12.209.151,Website
SESSION08452,USR00843,2024-04-24 00:19:09,429,Desktop,45.17.168.167,API
SESSION08453,USR06154,2024-04-22 00:54:47,1714,Mobile,77.155.12.50,App
SESSION08454,USR01162,2024-06-10 20:41:43,1157,Tablet,53.206.6.21,App
SESSION08455,USR08046,2024-12-15 07:01:51,2546,Mobile,33.211.105.235,App
SESSION08456,USR03041,2024-03-10 18:23:15,5576,Tablet,220.123.123.147,API
SESSION08457,USR00858,2024-10-20 21:56:05,4411,Tablet,134.12.12.139,Website
SESSION08458,USR03398,2024-08-04 20:54:43,5274,Desktop,220.12.9.178,App
SESSION08459,USR03086,2024-06-24 09:50:20,4757,Mobile,137.199.32.40,App
SESSION08460,USR02225,2024-09-13 04:42:06,5831,Tablet,26.15.68.237,Website
SESSION08461,USR01664,2024-03-17 05:03:07,6158,Mobile,171.79.202.92,API
SESSION08462,USR05200,2024-01-14 00:57:09,2733,Desktop,179.40.6.123,API
SESSION08463,USR00218,2024-02-26 00:28:34,3786,Mobile,64.137.232.43,Website
SESSION08464,USR09613,2024-11-23 06:11:37,193,Desktop,84.194.120.73,App
SESSION08465,USR03090,2024-11-12 15:38:26,3015,Desktop,78.204.211.184,Website
SESSION08466,USR02737,2024-11-28 05:46:12,253,Desktop,159.25.167.90,Website
SESSION08467,USR04620,2024-11-22 09:22:01,5909,Mobile,26.66.103.29,App
SESSION08468,USR00725,2024-01-05 15:47:49,3284,Desktop,177.147.83.175,Website
SESSION08469,USR05740,2024-12-06 04:39:32,3863,Desktop,223.222.141.46,API
SESSION08470,USR08549,2024-06-04 18:55:16,4849,Mobile,193.153.73.158,App
SESSION08471,USR03609,2024-07-31 14:59:34,6970,Desktop,149.223.56.193,Website
SESSION08472,USR02833,2024-03-01 14:55:56,6072,Desktop,13.133.80.37,App
SESSION08473,USR04580,2024-10-08 02:25:56,2496,Mobile,30.149.214.243,Website
SESSION08474,USR01461,2024-11-30 04:18:02,3222,Mobile,93.188.114.61,API
SESSION08475,USR01550,2024-04-26 19:49:32,3409,Desktop,117.252.221.67,API
SESSION08476,USR09118,2024-11-20 07:23:08,1263,Tablet,26.247.29.233,App
SESSION08477,USR07618,2024-09-10 13:35:51,4225,Mobile,51.126.135.145,API
SESSION08478,USR00288,2024-11-20 12:25:01,4810,Desktop,78.50.151.135,Website
SESSION08479,USR08156,2024-04-24 02:51:08,6266,Mobile,152.164.133.221,Website
SESSION08480,USR05211,2024-04-07 00:53:42,378,Desktop,41.188.214.62,Website
SESSION08481,USR08499,2024-08-21 16:22:22,6833,Tablet,5.104.158.81,API
SESSION08482,USR08729,2023-12-23 13:34:08,2429,Desktop,75.176.7.176,API
SESSION08483,USR05252,2024-09-15 07:11:02,383,Tablet,74.198.215.30,Website
SESSION08484,USR01109,2024-07-23 22:16:10,4737,Desktop,208.128.78.142,API
SESSION08485,USR02521,2024-10-10 23:52:25,6761,Desktop,128.61.69.45,Website
SESSION08486,USR02653,2024-02-11 18:30:53,860,Mobile,13.210.160.85,Website
SESSION08487,USR02388,2024-05-26 22:37:35,6631,Desktop,61.149.152.253,App
SESSION08488,USR01643,2024-04-26 01:19:42,2284,Mobile,213.235.183.241,App
SESSION08489,USR02293,2024-05-24 03:15:04,3552,Desktop,27.118.164.154,App
SESSION08490,USR09510,2024-06-15 03:50:07,3459,Mobile,92.64.88.252,App
SESSION08491,USR00877,2024-04-29 03:08:15,2160,Tablet,87.9.132.102,App
SESSION08492,USR08969,2024-11-11 20:10:47,4589,Tablet,205.26.207.225,App
SESSION08493,USR04153,2024-08-29 18:53:43,77,Mobile,144.188.92.39,API
SESSION08494,USR07537,2024-10-16 23:31:13,4776,Tablet,92.18.176.238,App
SESSION08495,USR07603,2024-08-24 13:40:02,719,Mobile,33.160.157.146,App
SESSION08496,USR02542,2024-08-07 23:16:55,3095,Desktop,10.237.19.97,Website
SESSION08497,USR06681,2024-12-08 12:09:37,391,Mobile,152.167.57.182,Website
SESSION08498,USR01313,2024-08-13 13:32:00,6273,Tablet,94.105.57.250,API
SESSION08499,USR06588,2024-02-25 06:29:54,3507,Desktop,133.200.98.71,Website
SESSION08500,USR07353,2024-03-22 07:22:24,6543,Mobile,43.158.136.8,Website
SESSION08501,USR06921,2024-08-19 19:55:10,5884,Mobile,187.106.56.215,App
SESSION08502,USR05911,2024-05-27 22:07:52,5282,Tablet,11.120.106.169,Website
SESSION08503,USR02088,2024-10-26 13:04:11,1928,Tablet,130.245.219.142,API
SESSION08504,USR03367,2024-02-21 16:46:27,153,Desktop,33.130.136.122,Website
SESSION08505,USR01900,2024-06-25 15:49:50,750,Tablet,9.220.178.252,Website
SESSION08506,USR09903,2024-01-21 13:53:21,5832,Mobile,108.39.109.215,API
SESSION08507,USR06863,2024-01-25 02:39:50,4451,Mobile,157.112.190.203,Website
